"HHSize" "Owner" "HHGender" "HHRace" "HHHisp" "HHAge" "HHRelate"
"3" "1" "2" "1" "1" "54" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "1" "2" "1" "4" "47" "1"
"1" "1" "2" "1" "1" "78" "1"
"1" "1" "2" "1" "3" "67" "1"
"3" "2" "2" "5" "3" "81" "1"
"1" "1" "2" "1" "5" "86" "1"
"1" "1" "2" "1" "5" "18" "1"
"1" "1" "2" "1" "1" "32" "1"
"1" "1" "2" "1" "1" "81" "1"
"1" "1" "2" "9" "1" "16" "1"
"2" "2" "1" "6" "3" "50" "1"
"1" "1" "2" "1" "1" "27" "1"
"2" "1" "2" "1" "4" "18" "1"
"3" "1" "2" "1" "4" "16" "1"
"3" "1" "1" "2" "1" "84" "1"
"1" "1" "1" "1" "4" "16" "1"
"3" "1" "1" "1" "1" "26" "1"
"1" "1" "2" "8" "1" "56" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "1" "1" "2" "1" "26" "1"
"1" "1" "2" "1" "1" "30" "1"
"2" "1" "1" "1" "5" "18" "1"
"1" "2" "2" "1" "1" "18" "1"
"1" "1" "2" "1" "1" "20" "1"
"2" "2" "1" "6" "3" "67" "1"
"3" "1" "1" "6" "1" "67" "1"
"1" "1" "2" "1" "1" "18" "1"
"1" "1" "1" "7" "5" "62" "1"
"2" "1" "1" "6" "4" "18" "1"
"1" "1" "2" "1" "5" "18" "1"
"1" "1" "2" "1" "1" "24" "1"
"2" "1" "2" "1" "1" "65" "1"
"2" "1" "1" "1" "2" "35" "1"
"1" "1" "2" "1" "1" "36" "1"
"2" "1" "2" "8" "1" "16" "1"
"1" "1" "1" "2" "1" "47" "1"
"1" "1" "2" "1" "1" "37" "1"
"2" "1" "2" "1" "1" "18" "1"
"3" "1" "2" "1" "1" "33" "1"
"1" "1" "2" "1" "5" "16" "1"
"1" "1" "2" "1" "1" "71" "1"
"1" "1" "2" "1" "5" "20" "1"
"1" "1" "2" "1" "1" "65" "1"
"1" "1" "2" "1" "4" "54" "1"
"1" "2" "1" "7" "2" "65" "1"
"1" "1" "2" "1" "1" "61" "1"
"1" "1" "2" "1" "1" "18" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "1" "2" "1" "4" "16" "1"
"2" "1" "2" "1" "1" "16" "1"
"1" "1" "1" "1" "1" "29" "1"
"2" "2" "2" "3" "5" "58" "1"
"1" "1" "1" "1" "1" "80" "1"
"2" "1" "1" "1" "5" "65" "1"
"2" "2" "2" "1" "5" "16" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "50" "1"
"2" "1" "2" "1" "5" "77" "1"
"1" "1" "2" "1" "1" "25" "1"
"3" "2" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "57" "1"
"3" "1" "2" "1" "3" "18" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "1" "2" "1" "2" "17" "1"
"3" "1" "2" "1" "1" "37" "1"
"1" "1" "2" "1" "2" "86" "1"
"1" "1" "1" "2" "4" "78" "1"
"1" "1" "2" "1" "3" "16" "1"
"1" "2" "2" "1" "1" "71" "1"
"1" "2" "2" "1" "1" "19" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "18" "1"
"2" "1" "2" "1" "1" "20" "1"
"1" "1" "1" "1" "1" "64" "1"
"1" "2" "2" "1" "1" "81" "1"
"1" "1" "1" "9" "1" "57" "1"
"1" "2" "1" "7" "5" "42" "1"
"1" "1" "2" "1" "1" "65" "1"
"3" "1" "2" "1" "1" "20" "1"
"1" "1" "2" "1" "1" "83" "1"
"2" "1" "1" "2" "1" "67" "1"
"1" "1" "2" "1" "3" "75" "1"
"3" "1" "2" "1" "1" "38" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "1" "6" "1" "56" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "1" "1" "1" "1" "16" "1"
"1" "1" "2" "1" "2" "27" "1"
"1" "1" "2" "1" "3" "18" "1"
"1" "1" "2" "1" "1" "59" "1"
"2" "1" "1" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "37" "1"
"3" "1" "1" "1" "2" "56" "1"
"1" "1" "2" "1" "1" "17" "1"
"1" "1" "2" "1" "3" "16" "1"
"2" "1" "1" "2" "2" "21" "1"
"1" "1" "2" "5" "1" "37" "1"
"1" "1" "2" "1" "1" "37" "1"
"1" "1" "2" "7" "1" "20" "1"
"1" "1" "1" "2" "4" "45" "1"
"2" "2" "2" "1" "5" "24" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "1" "2" "1" "1" "18" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "1" "2" "1" "1" "16" "1"
"2" "1" "2" "1" "3" "37" "1"
"3" "1" "2" "1" "1" "16" "1"
"1" "1" "1" "1" "1" "46" "1"
"2" "1" "2" "1" "1" "30" "1"
"2" "1" "2" "1" "1" "27" "1"
"1" "1" "2" "1" "3" "16" "1"
"3" "1" "1" "1" "3" "22" "1"
"2" "1" "1" "1" "2" "27" "1"
"1" "1" "2" "1" "5" "22" "1"
"1" "1" "2" "7" "1" "50" "1"
"1" "1" "1" "2" "1" "87" "1"
"1" "1" "1" "1" "1" "18" "1"
"1" "1" "2" "1" "1" "18" "1"
"2" "2" "2" "1" "1" "16" "1"
"1" "1" "1" "1" "5" "18" "1"
"2" "1" "2" "1" "1" "16" "1"
"1" "2" "2" "1" "5" "18" "1"
"2" "1" "2" "1" "1" "16" "1"
"2" "1" "1" "1" "4" "16" "1"
"3" "1" "2" "1" "2" "17" "1"
"2" "2" "2" "7" "4" "73" "1"
"1" "1" "1" "2" "4" "25" "1"
"1" "1" "1" "1" "4" "18" "1"
"2" "1" "2" "4" "2" "64" "1"
"2" "1" "1" "1" "1" "16" "1"
"1" "1" "1" "1" "1" "78" "1"
"1" "1" "1" "8" "4" "93" "1"
"3" "1" "1" "1" "1" "93" "1"
"1" "1" "1" "1" "1" "16" "1"
"2" "1" "2" "1" "1" "38" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "2" "1" "1" "1" "17" "1"
"3" "1" "1" "2" "3" "45" "1"
"1" "1" "1" "1" "1" "29" "1"
"1" "1" "2" "1" "1" "94" "1"
"1" "1" "1" "1" "1" "32" "1"
"1" "1" "2" "1" "1" "37" "1"
"1" "1" "2" "1" "1" "18" "1"
"1" "1" "2" "1" "1" "34" "1"
"1" "1" "2" "1" "4" "18" "1"
"2" "2" "2" "1" "4" "16" "1"
"2" "1" "2" "8" "1" "49" "1"
"1" "1" "2" "1" "3" "16" "1"
"2" "2" "2" "9" "1" "16" "1"
"1" "1" "1" "1" "1" "24" "1"
"3" "1" "1" "1" "2" "16" "1"
"1" "2" "1" "1" "1" "26" "1"
"2" "1" "1" "2" "2" "25" "1"
"3" "1" "1" "6" "1" "25" "1"
"1" "1" "2" "1" "1" "37" "1"
"1" "1" "2" "5" "1" "42" "1"
"1" "1" "2" "1" "2" "16" "1"
"2" "1" "1" "1" "1" "27" "1"
"2" "1" "1" "1" "5" "34" "1"
"1" "1" "1" "1" "1" "16" "1"
"3" "1" "2" "1" "1" "18" "1"
"1" "1" "1" "2" "1" "17" "1"
"3" "1" "2" "1" "1" "16" "1"
"1" "1" "1" "1" "1" "16" "1"
"2" "1" "2" "1" "1" "37" "1"
"1" "1" "2" "1" "4" "27" "1"
"2" "2" "1" "1" "2" "16" "1"
"3" "1" "1" "1" "1" "80" "1"
"1" "1" "2" "1" "1" "18" "1"
"1" "1" "1" "1" "1" "18" "1"
"2" "1" "2" "1" "4" "30" "1"
"1" "1" "1" "1" "1" "23" "1"
"2" "1" "2" "1" "1" "16" "1"
"1" "2" "2" "1" "1" "83" "1"
"2" "1" "2" "4" "1" "16" "1"
"1" "1" "1" "1" "1" "17" "1"
"2" "1" "2" "1" "2" "18" "1"
"3" "1" "1" "1" "5" "71" "1"
"2" "1" "2" "1" "1" "20" "1"
"1" "1" "2" "1" "3" "16" "1"
"2" "1" "1" "8" "1" "67" "1"
"1" "1" "2" "1" "5" "54" "1"
"3" "1" "2" "1" "2" "20" "1"
"1" "1" "2" "1" "1" "30" "1"
"2" "2" "2" "1" "4" "16" "1"
"1" "1" "2" "1" "1" "18" "1"
"2" "1" "2" "1" "3" "18" "1"
"3" "1" "1" "1" "3" "73" "1"
"1" "2" "1" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "27" "1"
"2" "1" "2" "2" "2" "50" "1"
"1" "1" "2" "1" "3" "18" "1"
"1" "1" "1" "4" "5" "18" "1"
"3" "1" "2" "1" "1" "95" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "5" "16" "1"
"1" "1" "1" "2" "1" "76" "1"
"2" "1" "1" "7" "4" "87" "1"
"1" "2" "2" "1" "1" "89" "1"
"2" "1" "1" "2" "1" "42" "1"
"2" "1" "2" "3" "1" "29" "1"
"3" "1" "2" "1" "2" "16" "1"
"1" "1" "2" "2" "5" "24" "1"
"1" "1" "2" "1" "1" "87" "1"
"1" "2" "1" "2" "4" "62" "1"
"1" "1" "2" "1" "4" "27" "1"
"1" "1" "2" "1" "1" "24" "1"
"1" "1" "1" "2" "5" "18" "1"
"3" "1" "2" "1" "1" "75" "1"
"2" "1" "2" "1" "1" "19" "1"
"1" "1" "1" "1" "1" "16" "1"
"3" "1" "1" "1" "5" "16" "1"
"1" "1" "2" "1" "1" "18" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "1" "1" "1" "1" "78" "1"
"1" "1" "2" "1" "3" "72" "1"
"1" "1" "1" "1" "2" "54" "1"
"1" "1" "2" "1" "1" "24" "1"
"1" "1" "1" "2" "1" "49" "1"
"3" "1" "1" "4" "1" "16" "1"
"3" "1" "2" "1" "1" "30" "1"
"1" "2" "1" "2" "1" "25" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "1" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "22" "1"
"1" "1" "1" "1" "2" "16" "1"
"2" "1" "2" "4" "1" "68" "1"
"1" "1" "2" "1" "1" "27" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "2" "18" "1"
"2" "1" "2" "1" "1" "16" "1"
"1" "2" "2" "1" "1" "16" "1"
"1" "2" "2" "2" "1" "16" "1"
"1" "2" "1" "5" "1" "17" "1"
"1" "1" "2" "1" "3" "37" "1"
"1" "1" "2" "1" "1" "16" "1"
"3" "1" "2" "1" "1" "18" "1"
"1" "1" "2" "1" "1" "79" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "57" "1"
"3" "1" "1" "1" "1" "18" "1"
"1" "1" "2" "1" "2" "17" "1"
"2" "1" "1" "2" "1" "29" "1"
"1" "1" "2" "1" "3" "16" "1"
"1" "1" "1" "1" "1" "48" "1"
"3" "1" "2" "1" "1" "17" "1"
"1" "1" "2" "1" "1" "24" "1"
"3" "1" "2" "1" "1" "73" "1"
"1" "1" "1" "2" "1" "53" "1"
"2" "2" "1" "2" "1" "53" "1"
"1" "1" "2" "1" "5" "48" "1"
"2" "1" "2" "1" "1" "25" "1"
"1" "1" "2" "1" "4" "58" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "2" "1" "2" "1" "61" "1"
"2" "1" "1" "2" "2" "26" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "1" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "27" "1"
"1" "1" "2" "1" "4" "17" "1"
"2" "1" "2" "4" "1" "75" "1"
"1" "1" "2" "1" "1" "24" "1"
"2" "1" "2" "1" "1" "38" "1"
"1" "1" "2" "1" "4" "18" "1"
"1" "2" "1" "2" "5" "62" "1"
"1" "1" "2" "1" "1" "17" "1"
"2" "1" "2" "1" "1" "18" "1"
"2" "1" "2" "1" "2" "20" "1"
"3" "1" "1" "1" "5" "27" "1"
"1" "1" "1" "1" "1" "20" "1"
"1" "1" "2" "1" "1" "65" "1"
"3" "1" "1" "1" "1" "17" "1"
"1" "1" "2" "1" "4" "16" "1"
"3" "1" "1" "1" "1" "16" "1"
"3" "1" "1" "2" "1" "43" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "2" "2" "1" "1" "18" "1"
"1" "1" "1" "7" "5" "16" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "1" "2" "1" "1" "16" "1"
"1" "2" "2" "1" "5" "16" "1"
"1" "1" "2" "1" "1" "20" "1"
"3" "1" "2" "1" "1" "46" "1"
"1" "2" "1" "1" "1" "24" "1"
"3" "1" "2" "1" "1" "16" "1"
"2" "1" "2" "1" "1" "89" "1"
"3" "1" "2" "1" "1" "92" "1"
"1" "1" "1" "6" "4" "60" "1"
"1" "1" "2" "1" "1" "56" "1"
"2" "1" "2" "1" "1" "23" "1"
"1" "1" "2" "1" "1" "81" "1"
"1" "1" "2" "1" "3" "16" "1"
"2" "1" "2" "1" "2" "24" "1"
"3" "1" "2" "1" "5" "16" "1"
"3" "1" "2" "1" "1" "64" "1"
"2" "1" "2" "1" "1" "78" "1"
"1" "1" "2" "1" "1" "20" "1"
"1" "1" "2" "1" "1" "95" "1"
"2" "1" "2" "1" "1" "27" "1"
"3" "1" "2" "1" "1" "37" "1"
"1" "1" "2" "1" "1" "18" "1"
"1" "1" "1" "1" "1" "20" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "1" "2" "1" "5" "16" "1"
"1" "1" "2" "1" "5" "54" "1"
"1" "1" "2" "1" "1" "50" "1"
"1" "1" "1" "2" "1" "91" "1"
"1" "2" "1" "1" "1" "18" "1"
"3" "1" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "24" "1"
"1" "1" "2" "1" "1" "16" "1"
"3" "1" "2" "1" "3" "30" "1"
"1" "1" "2" "1" "1" "16" "1"
"3" "1" "2" "1" "5" "16" "1"
"2" "1" "2" "1" "1" "80" "1"
"1" "1" "1" "1" "2" "79" "1"
"2" "1" "2" "1" "1" "91" "1"
"2" "1" "2" "1" "1" "18" "1"
"1" "1" "2" "1" "1" "88" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "2" "1" "1" "5" "28" "1"
"1" "1" "2" "1" "1" "27" "1"
"1" "1" "2" "1" "1" "18" "1"
"2" "1" "2" "1" "1" "18" "1"
"1" "1" "2" "1" "2" "16" "1"
"2" "1" "2" "1" "1" "96" "1"
"3" "1" "1" "1" "1" "22" "1"
"1" "1" "1" "2" "1" "87" "1"
"2" "1" "1" "2" "4" "51" "1"
"1" "1" "2" "1" "2" "16" "1"
"1" "1" "1" "2" "3" "32" "1"
"1" "1" "2" "1" "1" "61" "1"
"3" "1" "2" "1" "1" "27" "1"
"1" "2" "2" "1" "1" "26" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "1" "1" "1" "1" "65" "1"
"1" "1" "1" "1" "1" "39" "1"
"1" "1" "1" "1" "1" "36" "1"
"1" "1" "2" "1" "3" "26" "1"
"1" "1" "1" "1" "1" "87" "1"
"3" "1" "1" "8" "5" "94" "1"
"2" "2" "2" "2" "1" "45" "1"
"1" "1" "1" "1" "1" "56" "1"
"1" "2" "2" "1" "3" "93" "1"
"2" "1" "2" "1" "1" "18" "1"
"1" "1" "2" "1" "1" "18" "1"
"2" "1" "2" "1" "1" "61" "1"
"1" "1" "2" "1" "3" "37" "1"
"1" "1" "2" "1" "5" "16" "1"
"1" "1" "2" "1" "5" "23" "1"
"1" "1" "2" "1" "1" "58" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "2" "2" "7" "5" "49" "1"
"1" "1" "1" "1" "1" "16" "1"
"3" "1" "2" "7" "1" "56" "1"
"1" "1" "2" "1" "1" "16" "1"
"3" "1" "2" "1" "3" "19" "1"
"2" "1" "2" "1" "1" "28" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "1" "1" "1" "18" "1"
"1" "1" "1" "7" "2" "69" "1"
"1" "1" "2" "1" "1" "34" "1"
"1" "1" "2" "1" "1" "17" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "2" "1" "1" "2" "19" "1"
"2" "1" "1" "2" "1" "55" "1"
"1" "1" "2" "1" "1" "18" "1"
"1" "1" "2" "1" "1" "18" "1"
"1" "1" "2" "1" "1" "18" "1"
"1" "1" "2" "1" "4" "33" "1"
"2" "1" "2" "1" "1" "24" "1"
"2" "1" "1" "3" "3" "26" "1"
"2" "1" "1" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "17" "1"
"1" "1" "2" "1" "4" "18" "1"
"2" "1" "2" "1" "4" "20" "1"
"1" "1" "2" "1" "1" "47" "1"
"2" "1" "2" "1" "1" "56" "1"
"1" "1" "2" "1" "5" "18" "1"
"1" "1" "2" "1" "1" "87" "1"
"3" "1" "2" "1" "1" "16" "1"
"2" "1" "2" "1" "2" "18" "1"
"1" "1" "2" "1" "1" "38" "1"
"3" "1" "2" "1" "2" "54" "1"
"1" "1" "1" "1" "2" "17" "1"
"2" "1" "1" "1" "1" "72" "1"
"2" "2" "1" "2" "3" "77" "1"
"2" "1" "2" "1" "4" "24" "1"
"1" "2" "1" "4" "1" "95" "1"
"2" "2" "1" "2" "1" "53" "1"
"1" "1" "2" "1" "4" "16" "1"
"2" "1" "2" "1" "1" "17" "1"
"1" "1" "1" "1" "2" "16" "1"
"1" "1" "1" "1" "2" "83" "1"
"1" "1" "2" "1" "1" "72" "1"
"2" "1" "1" "7" "2" "57" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "1" "3" "1" "19" "1"
"1" "1" "1" "2" "1" "56" "1"
"2" "2" "1" "2" "1" "95" "1"
"1" "1" "2" "1" "1" "36" "1"
"3" "1" "2" "1" "1" "16" "1"
"3" "1" "1" "1" "1" "27" "1"
"1" "1" "1" "1" "2" "16" "1"
"1" "1" "1" "1" "2" "20" "1"
"2" "2" "2" "1" "1" "16" "1"
"1" "2" "2" "7" "3" "16" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "1" "2" "1" "92" "1"
"1" "1" "2" "1" "3" "91" "1"
"3" "1" "2" "1" "1" "36" "1"
"3" "2" "2" "1" "1" "69" "1"
"3" "1" "2" "1" "1" "30" "1"
"1" "1" "2" "9" "3" "16" "1"
"1" "1" "1" "1" "1" "36" "1"
"1" "1" "2" "1" "4" "23" "1"
"1" "1" "2" "1" "5" "18" "1"
"2" "2" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "2" "16" "1"
"1" "2" "2" "1" "5" "20" "1"
"2" "1" "2" "1" "1" "17" "1"
"1" "1" "2" "1" "1" "18" "1"
"3" "1" "1" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "22" "1"
"1" "1" "2" "1" "1" "18" "1"
"3" "1" "2" "1" "4" "16" "1"
"2" "1" "2" "1" "2" "29" "1"
"1" "1" "2" "1" "1" "18" "1"
"1" "1" "2" "1" "1" "27" "1"
"1" "2" "1" "2" "4" "25" "1"
"2" "1" "2" "1" "1" "95" "1"
"2" "1" "2" "1" "1" "27" "1"
"3" "1" "2" "1" "1" "23" "1"
"1" "1" "1" "1" "1" "16" "1"
"3" "1" "1" "1" "1" "18" "1"
"2" "1" "2" "1" "4" "16" "1"
"1" "1" "2" "1" "1" "57" "1"
"2" "1" "1" "1" "4" "16" "1"
"3" "1" "1" "2" "1" "20" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "1" "1" "1" "21" "1"
"2" "1" "2" "9" "1" "33" "1"
"3" "1" "1" "1" "1" "84" "1"
"1" "1" "1" "1" "1" "26" "1"
"1" "2" "2" "4" "2" "57" "1"
"2" "2" "2" "1" "1" "36" "1"
"3" "1" "2" "1" "1" "16" "1"
"3" "2" "2" "1" "1" "93" "1"
"1" "1" "1" "1" "1" "56" "1"
"1" "1" "2" "1" "1" "78" "1"
"1" "2" "2" "1" "5" "22" "1"
"1" "1" "2" "1" "4" "51" "1"
"1" "1" "2" "1" "2" "16" "1"
"2" "2" "2" "7" "2" "58" "1"
"1" "1" "1" "1" "1" "43" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "1" "1" "2" "1" "66" "1"
"1" "2" "1" "2" "3" "52" "1"
"2" "1" "2" "6" "1" "84" "1"
"2" "1" "2" "2" "5" "48" "1"
"3" "1" "1" "1" "1" "91" "1"
"1" "2" "1" "2" "1" "50" "1"
"1" "1" "2" "1" "3" "18" "1"
"1" "1" "1" "1" "3" "25" "1"
"2" "1" "1" "1" "1" "16" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "23" "1"
"2" "1" "2" "1" "1" "19" "1"
"1" "1" "2" "1" "1" "76" "1"
"3" "2" "1" "2" "1" "96" "1"
"1" "2" "1" "1" "2" "16" "1"
"1" "2" "2" "1" "5" "16" "1"
"3" "1" "1" "1" "3" "23" "1"
"1" "1" "2" "1" "1" "29" "1"
"2" "1" "2" "1" "1" "21" "1"
"3" "1" "2" "1" "5" "20" "1"
"1" "1" "2" "1" "1" "26" "1"
"2" "2" "2" "1" "2" "23" "1"
"1" "2" "2" "1" "1" "26" "1"
"1" "1" "2" "1" "1" "54" "1"
"3" "1" "2" "1" "1" "25" "1"
"1" "1" "1" "1" "1" "50" "1"
"2" "1" "1" "1" "1" "16" "1"
"1" "1" "1" "1" "1" "26" "1"
"1" "1" "1" "2" "1" "17" "1"
"1" "1" "2" "1" "1" "21" "1"
"3" "2" "1" "1" "1" "20" "1"
"1" "1" "2" "1" "1" "20" "1"
"1" "1" "2" "1" "1" "18" "1"
"1" "1" "2" "1" "2" "16" "1"
"1" "1" "2" "1" "1" "91" "1"
"1" "1" "2" "1" "1" "26" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "1" "2" "1" "1" "21" "1"
"3" "1" "2" "1" "5" "33" "1"
"1" "2" "2" "1" "1" "36" "1"
"1" "1" "2" "1" "1" "21" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "1" "2" "1" "4" "71" "1"
"3" "1" "2" "5" "3" "23" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "1" "1" "5" "26" "1"
"1" "1" "2" "1" "1" "18" "1"
"1" "1" "2" "1" "1" "55" "1"
"1" "1" "1" "9" "1" "16" "1"
"2" "1" "1" "6" "3" "19" "1"
"1" "1" "1" "1" "1" "26" "1"
"2" "1" "2" "1" "1" "16" "1"
"3" "1" "1" "1" "1" "18" "1"
"3" "1" "1" "4" "1" "25" "1"
"1" "1" "1" "1" "1" "87" "1"
"3" "1" "1" "1" "1" "86" "1"
"1" "2" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "86" "1"
"1" "1" "1" "2" "1" "35" "1"
"1" "2" "2" "1" "1" "19" "1"
"2" "1" "1" "1" "1" "16" "1"
"1" "1" "1" "1" "1" "48" "1"
"1" "1" "2" "1" "1" "18" "1"
"2" "2" "1" "6" "1" "29" "1"
"3" "1" "2" "6" "1" "26" "1"
"1" "1" "1" "1" "1" "18" "1"
"1" "1" "1" "7" "5" "43" "1"
"2" "2" "2" "6" "5" "50" "1"
"1" "1" "2" "1" "1" "29" "1"
"1" "1" "1" "1" "1" "70" "1"
"2" "1" "1" "1" "1" "72" "1"
"2" "1" "1" "8" "2" "84" "1"
"1" "1" "2" "1" "1" "17" "1"
"2" "1" "2" "1" "1" "16" "1"
"1" "1" "1" "2" "1" "61" "1"
"1" "1" "2" "1" "1" "16" "1"
"2" "1" "2" "1" "1" "26" "1"
"3" "1" "2" "1" "1" "33" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "25" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "1" "1" "2" "4" "17" "1"
"1" "2" "1" "7" "2" "27" "1"
"1" "1" "2" "1" "1" "25" "1"
"1" "1" "2" "1" "1" "18" "1"
"1" "1" "1" "1" "1" "21" "1"
"1" "1" "1" "1" "1" "23" "1"
"2" "1" "2" "1" "1" "16" "1"
"1" "1" "1" "1" "1" "29" "1"
"2" "2" "2" "1" "5" "18" "1"
"1" "2" "2" "1" "1" "21" "1"
"2" "1" "2" "5" "5" "68" "1"
"2" "2" "2" "1" "5" "26" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "25" "1"
"2" "2" "1" "1" "1" "18" "1"
"1" "1" "2" "1" "1" "21" "1"
"3" "2" "2" "1" "3" "16" "1"
"1" "1" "2" "1" "1" "16" "1"
"3" "1" "2" "1" "3" "18" "1"
"1" "1" "1" "1" "1" "16" "1"
"1" "2" "2" "1" "3" "16" "1"
"3" "1" "1" "1" "1" "16" "1"
"1" "1" "2" "1" "1" "16" "1"
"1" "1" "2" "2" "1" "63" "1"
"1" "1" "2" "1" "3" "18" "1"
"1" "2" "2" "1" "1" "96" "1"
"1" "1" "2" "1" "1" "30" "1"
"1" "1" "2" "1" "1" "24" "1"
"1" "2" "2" "1" "2" "54" "1"
"2" "1" "2" "1" "1" "21" "1"
"1" "1" "1" "1" "1" "26" "1"
"1" "2" "2" "1" "1" "18" "1"
"1" "1" "2" "9" "1" "18" "1"
